TF	Target
FOXJ2	NADK2
FOXC1	JAM3
POU2F1	NKX6-1
MXI1	RFC4
NFIL3	HPGD
ELK1	LITATS1
LHX3	MIR4468
GATA1	MIR380
SPI1	M6PR
CEBPA	MAPT-AS1
YY1	ZNF517
E2F7	NSFP1
EGR1	TTC33
ATF3	ZMIZ1
MYC	MTCH1
RBL1	BRCA1
MYC	EIF3I
MYC	GNL2
SP1	PHGDH
MYC	CNTN2
NR3C1	NOL3
NFKB1	EN2
SP1	CNTN1
ATF6	TRAPPC10
NKX6-1	CHMP4C
DDIT3	SEPHS1
POU3F1	LPL
E2F5	CTDSPL
XBP1	HOXA10-HOXA9
NR3C1	CDKN1A
RELB	IL2
ATF7	FLT1
YY1	CTBP1
EGR1	SLC6A19
MECP2	DLX5
E2F2	RASGRP3
NFKB2	LINC01366
RREB1	SP4
NR3C1	ESR1
ARID1B	IGH
EGR2	IDO1
TP53	ZNF654
E2F2	H2AC13
NKX3-1	XPO7
MYC	SDHD
FOXD3	UTP14C
AR	ERBB3
CEBPA	GJA10
SP1	APOBR
CUX1	DACH1
ARNT	MAGI2-AS3
TFAP2A	IKZF5
ARID5B	HARS1
MYC	GSR
NFATC4	EGLN2
MEF2A	INHBE
MEF2A	MIR455
EGR3	ZBTB7A
FOXF2	HOXA1
MYC	TMEM97
POU2F1	H2BC1
NFE2L1	SARAF
STAT3	HSP90AA2
RFX1	NQO1
AHR	RNF103-CHMP3
STAT3	OTUD3
MYB	EED
ATF1	ELMO3
NFKB1	IL21
NR1I2	BCL2
STAT3	MPPED2
LMO4	BMP7
ATF7	GUK1
ATF2	RETN
JUN	GMDS-DT
RREB1	PTX3
AHR	RNF41
AHR	MUC1
YY1	C8orf44-SGK3
NKX6-1	CPS1-IT1
SP1	CDKN1B
IRF1	IFNA1
CREB1	LYL1
POU3F2	LMBRD2
SOX9	PRDM12
FOXO4	FKBP7
GABPA	CCDC18-AS1
TFAP2C	TAPBP
BACH1	COX7A2L
MEF2A	FSHR
NFE2L1	MIR3132
TFAP2C	SLC25A28
CTCF	EPHA7
E2F4	AIF1L
STAT5A	TNS3
EGR1	CHTF18
RELA	CYP27B1
TGIF1	ENTREP1
EGFR	PTGS2
NKX3-1	MIR2682
STAT4	MAP2K3
FOSB	WDR81
TP53	ERI3
MAX	ZNF518B
USF1	FAM76B
ATF4	DCAF6
TFAP2A	UBE2F-SCLY
MLL3	HOXC6
TCF4	MIR384
NFATC3	FAM181A
NKX6-1	CHN1
FOSB	STARD13
NFKB1	TRADD
EGR3	UGDH
YY1	MIP
RORA	OSGEP
GATA2	ZP1
MYC	IPO13
DDIT3	CCS
SP1	ARRDC3-AS1
E2F2	ST7-OT4
JUND	ACTBL2
ATF5	PMEL
CUX1	ITGB1
YY1	EPAS1
CEBPA	LRSAM1
POU2F1	MDGA2
FOXF2	DISP3
TFAP2C	STAG3L3
ARNT	DYNC2I2
NKX6-1	TCL1A
STAT5A	FAM229A
NR2F1	PCNX3
YY1	HMGN2
FOSB	FAF1
POU2F1	ADPRS
GATA3	CELF4
GATA1	CTU2
EGR1	TBX1
BRCA1	AKR1B1
HLA-C	CDKN1A
FOXO4	KANSL1-AS1
FOXO4	POLR2L
JUN	MIR4703
REST	ZNF335
TFAP2C	MATR3
STAT3	ARFGAP2
REST	MIR4722
POU3F2	UTRN
RREB1	NECTIN4
MIF	SMO
FOXF2	STK11
SP1	SNORD76
POU2F1	OR1J4
ESR1	CACNB2
ARNT	ADPGK-AS1
POU3F2	ACVR1
SRF	TNIK
ATF6	MIR4738
JUND	TNXA
EGR1	SON
ARNT	PCDHGB5
SREBF2	MRPL23-AS1
HIPK2	MEF2C
MYC	SYMPK
MYC	LINC02709
PPARD	ACOX2
MEIS1	LINC00487
PPARG	C1orf122
GATA2	TRIM66
POU5F1	DMAC2
KLF6	KRT12
ELK1	ARID2
YY1	PPP2R5A
PAX2	PCDHB13
NFYA	DKK2
ESR1	CSPG4P1Y
MYC	PFN1
ATF6	CDK5R2
GATA3	STARD4-AS1
E2F7	FARS2
TFAP2A	ZNF155
TBP	LIMS2
STAT2	CFAP95-DT
EGR1	SPATA20
EGR3	MIR19A
CREB1	CFTR
STAT1	NOL3
NFIL3	SORBS3
STAT1	IGIP
TFAP2C	MSANTD2
RELA	OXTR
PPARG	MIR1197
EGR1	CETN1
NR2F1	CDX1
SP1	E2F6
ZBTB6	ADGRA2
MEIS1	SESN1
CTCF	MIR4531
AHR	SLC1A4
CEBPB	SNORD82
TFAP2A	ABL1
MIF	RPL23AP82
MZF1	RGS17
MYB	SLC3A2
ATF3	GPM6B
FOXO3B	LINC01551
IRF7	IFNA10
SREBF2	TSC1
ATF6	HTRA2
CTCF	FOXP2
FOXO1	GNRH1
RELA	GRM8
E2F5	TUFT1
SRY	G2E3
NFYC	HLA-DOB
EGR1	CEP78
TEAD1	AXIN2
POU3F1	TNFRSF8
RXRA	FBXO11
ATF5	PCDH9
PPARG	AGAP2
YY1	RPRD1B
EGR1	CALM1
E2F4	DEK
SP1	MLLT6
TCF4	GCNA
SPI1	CXCR2
EGR1	ZNF17
FOSL1	CSF2
ATF7	NFKBID
PAX2	ATAD2
TAL1	MBNL2
RELB	CXCL12
RARA	RARRES3
POU3F2	FZD4-DT
TCF4	MYL6
PAX5	RAB3IL1
ESR1	CDKL5
ZNF300	IL6
E2F4	SEMA6D
REL	DAZAP2
YY1	TDO2
RFX1	CLUL1
EGR1	VPS26A
GATA2	C4orf51
ATF2	PITPNM1
PPARA	AKT1
SP1	POLM
POU3F3	MARF1
ATF2	PLCG1
MAX	SLC10A4
POU2F1	NCAM1
E2F3	CDH16
ARNT	LGALSL
BPTF	AP2M1
SOX9	MIR124-2HG
BACH1	PTPN3
AHR	IGFBPL1
TFAP2C	MIMT1
TCF3	CLASP2
RFX1	FHIP1B
MXI1	PPP1R3E
FOXF2	NLGN2
MYD88	CXCL2
NCOA1	KRT24
E2F2	ZNF804A
E2F2	CFL1
YY1	ZFY
E2F2	SNTB2
TBP	PYY2
USF1	DSCAM
STAT1	PDIA5
POU3F2	ATP13A4
ATF6	RBM14
MEIS1	OTOP2
E2F3	SLC41A1
GABPA	WDR97
RFX1	ENOX1
MYC	COX10-DT
MZF1	MECOM
ATF6	USP3-AS1
AHR	DMRTA2
HNF4A	FAM136A
ATF6	TM9SF2
TBP	EGR3
NR1I2	TNFRSF12A
NKX2-2	MRPL50
AHR	RGS16
POU2F1	DQX1
REST	L3HYPDH
ARID5B	RPS4X
ATF7	IZUMO1
JUNB	HTATIP2
POU3F3	RELT
KLF1	HBB
HLF	WNT3A
DDIT3	OBI1
EGR1	SYNJ1
EGR3	TMEM117
FOS	RARG
MSC	MCM7
TFAP2A	LAMB1
AHR	H2BC26
NKX6-1	GALNTL6
ALX1	ERBIN
SREBF2	VEPH1
MEIS1	SNORD56B
RFX1	OR51E2
ATF1	GFY
POU2F1	MITF
CREM	ICAM1
SRY	HAGLR
ATF2	CYLD
FUBP1	MYC
GATA2	FLVCR1-DT
CEBPB	MIR4743
NR2F1	SH2D3C
MYC	HYKK
JUNB	TMEM131L
MIF	CLIP1
USF1	PRKD2
HLF	MIR2277
RELB	NFAT5
RXRA	ABCB11
STAT6	NBEA
ARNT	RPL36AL
ATF7	YWHAH-AS1
IRF7	GPR88
HNF4A	SGK2
STAT1	CACNA1D
BACH1	WRNIP1
BACH1	CSAD
E2F6	NOTCH2
AHR	LNPK
FOSB	MILIP
E2F4	CTCF
YY1	SNORA31
ARNT	HOXB3
NFIC	GARIN5B
NR2F1	DDI2
TFAP2A	ATP5PD
STAT3	ASF1B
ATF2	JUNB
RORA	SEPTIN11
SRF	MYL12A
RREB1	THOC2
E2F7	CAMK2N2
ZBTB6	LOXL3
CUX1	EFNB2
STAT2	HGFAC
CEBPB	ACE2
GATA1	TP63
ELK1	MIR129-2
ATF5	LRP6
PARP1	IFNG
ATF7	KLHL12
CEBPA	MRTFA
GATA1	HOTAIR
TFAP2A	FOXA1
TFAP2A	IKBIP
FOSL1	GARIN2
RORA	MYO3B
SREBF1	TRUB2
FOXA1	CYP7A1
NR2F2	ZFHX4-AS1
EGR1	ELOVL2
KLF12	WNT5A
ESR1	TNFRSF11B
TGIF1	EEPD1
E2F3	YBX2
ARNT	LCORL
ESR2	KRT39
ARNT	AFAP1L1
TAL1	FAP
PAX6	CCDC88A
NFKB2	HORMAD2
STAT1	RAB10
NFYA	ZNF709
ZBTB6	MIR19B1
E2F4	SLC16A2
ATF4	CLASP1
STAT3	MIR377
POU2F1	SNORD114-31
AHR	TJP1
POU3F3	ILDR2
MAML1	TNFRSF12A
SREBF2	C17orf58
SP1	ETV6
ATF6	PCDH9
TGIF1	STX4
TFAP2C	ZBTB11
AR	ACTA1
FOXO1	MORC1
SREBF2	SAE1
STAT6	THPO
STAT1	FBXO5
USF1	RIOX2
POU2F1	ATP2A2
USF1	PRXL2A
EGR1	CCL5
SP1	FAM210B
ALX1	MARCKS
GATA1	MIR214
GATA3	MIR3131
PAX5	KIAA0319L
MYC	ETFDH
MYC	KLHDC2
POU2F2	HNF1B
MAPK3	PLA2G4A
POU2F1	KANK4
TFAP2C	ADSS1
POU2F1	STARD8
EGR3	ZDHHC9
SRF	ATF6B
PBX1	CPB1
POU3F2	ARHGAP33
ARNT	GBX2
ATF2	MIR4797
MAPK1	IL12B
CEBPA	JAKMIP2
TFAP2A	ESYT1
FOXF2	PCDH10
RFX1	ICAM5
TAL1	MYCN
CUX1	EPPIN
NKX2-2	ZHX2
STAT3	ACTB
TBP	KLHL14
ESR1	SCAF4
PPARG	NDUFA13
RORA	LGALS8
SP1	FBH1
CTCF	RAMP3
E2F4	SUGP1
RFX1	SLAIN2
RORA	RBM22
GATA1	PTN
POU2F1	LEMD2
TBP	ARID5B
FOXO1	INSR
AR	AKR1C3
PPARG	MIR1180
SP1	SPIB
STAT6	CYSLTR1
EGR1	MIR3124
HNF1A	LYRM9
MZF1	BASP1
MEF2A	C1QTNF7
E2F5	SMIM5
USF1	AKR1B1
POU3F2	EIF2B4
FOXI1	FOXD4L1
BACH1	DLL4
CTCF	DTX2
POU3F2	MIR17
NFYB	PPP1R10
POU2F1	KCNAB2
TFAP2A	ALG11
E2F2	LTN1
ATF2	ZNF711
NFATC2	IL17F
ELK1	FES
CTCF	AP1B1P1
CREB1	TLNRD1
SREBF2	PODNL1
RREB1	MIR219A1
GATA1	MIR136
PAX5	PRIMA1
ARNT	RTN2
MEF2A	HS3ST2
SPI1	CAAP1
EGR2	PGP
STAT1	SDHAF2
SP1	GLYAT
ATF2	CDHR3
TFAP2C	WBP4
E2F5	SLC6A2
RFX1	TREML2
USF1	ADGRF4
TFAP2A	TSC22D4
E2F6	FAM72D
KLF12	GLI1
CTCF	HASPIN
USF1	QTRT2
FOS	LINC00592
TAL1	MROH6
MEF2A	MIR190B
HSF2	SMAD1
EGR1	ZBTB41
EGR1	FPGT-TNNI3K
MAX	HMG20A
MEIS1	TNKS
RORA	MTRR
GLI1	WNT5A
ATF2	PAN2
PPARG	SAPCD1
E2F2	CNOT6L
TGIF1	TTYH2
ATF4	STUB1
MYC	ADGRB3
PPARG	MIR1469
ARNT	ERI3
USF1	NDUFB2
POU2F1	IL1RAPL1
TP53	TGIF1
CUX1	TMX4
TFAP2A	PRKACB
BACH2	NACA
NR3C1	KCNAB2
TGIF1	IQGAP2
FOSB	RNF115
ATF1	CCDC85C
ATF1	CXCR5
TFAP2A	CNNM1
TOPORS	ST8SIA6
MYC	TM9SF4
EGR1	MRPS33
PAX2	CHD4
ATF6	PARD6A
CUX1	ZBTB22
TWIST2	F2R
ATF2	CRY1
NKX6-1	SLC6A15
FOXF2	MXI1
E2F1	ZMYND11
MAX	TMEM60
TFAP2C	RP1L1
MEIS1	NUP93
TBX21	CXCR3
ATF2	KIF18A
AHR	ATG3
FOS	ELOA-AS1
FOXD1	TFAP2A-AS1
JUNB	CAMKV
ATF4	ASPSCR1
FOXL1	RHOBTB1
EGR1	ZNF410
MYC	AK7
TFAP2A	SOD2
JUND	ABHD17B
JUND	STX17
RXRA	ARPC1B
PAX2	HSD17B8
NFYC	FHOD1
RFX1	LINC01132
PAX2	KDM2A
FOXJ2	EPB41L4A-DT
SREBF1	HAL
SRF	CHDH
RORA	SMIM3
ELK1	UXT
PAX5	CEP41
FOXI1	MIR382
MYC	CARD14
MYC	WEE2-AS1
FOXJ2	HARS1
ATF2	FBXW7
ATF4	MIR758
FOXD1	CBX5
USF1	SMARCD1
SRF	SPRR2C
REST	SNORD12
TCF3	HOXC4
E2F1	FZD10-AS1
CEBPA	MIR212
FOXF2	NEK7
TFAP2A	SHROOM1
PAX6	PIK3R6
NR2F1	TOMM40
NR3C2	ATP1B4
CTCF	RS1
CEBPA	FUT11
XBP1	LPAR4
MYC	DPH1
AHR	VEGFB
STAT3	MIR1205
SRF	DALRD3
AHR	IRF1
POU3F3	PRRC2A
STAT3	AKAP12
MEF2A	FMOD
REST	ZFX-AS1
TFAP2A	RHPN1-AS1
JUNB	RSKR
KLF12	CDK5
GATA1	PTPN5
CUX1	UROD
CUX1	MYLK2
TFAP4	TBCC
PAX6	H2AC17
ARNT	CYP1B1
MYC	NR0B2
SREBF1	CUL5
MXI1	RHOF
USF1	TYR
MEF2A	CDH2
E2F7	POLR1G
STAT3	MAN1A1
TFAP2A	CDYL
FOXO3B	SRPRA
MYC	CREBL2
EIF4EBP2	HSPA2
TP53	NFIB
REL	FAM8A1
FOXC1	LINC00674
LHX3	KCNS1
FOXC1	MAPKBP1
TFAP2A	TP73
NFE2	PLEKHF1
E2F5	LINC01124
ATF4	POLE4
ATF4	ADK
MAPK10	TNF
BACH1	ASTN2-AS1
GATA1	SLC14A1
E2F1	PRR36
USF1	ZBTB2
ESR1	SLC16A13
GATA1	SUSD6
NFIL3	RUNX1T1
FOXA1	RBP4
NFKB1	MIR5088
E2F5	MYOZ3
CUX1	UNC5A
LMO2	RIMBP3
DDIT3	OAZ1
NFKB2	RIPK2
CEBPA	POMGNT1
STAT1	IL1R1
CEBPA	TCEAL1
EGR1	ERLIN1
SP1	HMMR
CEBPA	DNAJB8-AS1
ATF7	XK
POU2F2	SAMD10
FOXO4	SFR1
SP1	PIEZO2
FOXC1	CNBP
SREBF2	HNRNPUL2-BSCL2
CUX1	CNIH1
XBP1	DYRK1B
TFAP2A	RND2
ALX1	MIR216B
POU3F1	ICAM1
FOSL1	CXCL14
SRF	HACD3
SRF	TRAF7
PPARG	SPACA6
KLF12	ZMAT2
THRB	HIF1A
POU2F1	F2RL1
USF1	DIRAS1
YY1	MARCKS
FOS	PRKG1-AS1
AHR	MRPL53
BACH1	EEF1A1
MYC	HOXD9
STAT3	GATA3
BACH1	KRT16P2
NFE2L1	IFT140
ELK1	USP19
FOS	OR6B3
ATF2	RNF182
RELA	DKK2
AHR	ZBTB25
EGR1	MCM9
NFYC	EIF4G2
SP1	KNTC1
CTCF	SLC13A5
SP1	PDPK1
CTCF	LINC02716
CUX1	PABPC1L
MAX	SOHLH2
NFE2L1	NDUFA4
MYB	UBFD1
FOXD3	LMO1
ATF1	CEP126
TFAP2C	MIR2861
RFX1	AGBL4
NFKB1	CGGBP1
POU3F2	KANSL1L
FOXO1	RABGAP1L
TFAP2A	ADAR
TOPORS	MIR1244-1
SPI1	RHEX
NR1H4	UGT2B4
HOXA9	NSUN2
REST	ANKRD29
YY1	CARD19
E2F2	CBX8
CREB3L2	PDYN
HLF	NFX1
SMAD2	SMAD7
CEBPA	MIR503
ARNT	SEL1L2
SP1	RPL27A
E2F5	DDX21
TP53	SCRN2
USF1	INS
SREBF2	COMMD9
XBP1	BRD2
HOXA10	CDKN1C
E2F5	CNOT10
FOSB	PDE4A
STAT5A	CRTC2
POU2F1	PRPF40A
POU3F2	FTMT
POU2F2	IL2
E2F4	UBC
CUX1	DNAJB5
ATF6	SPAAR
MYC	PCSK7
TFAP2C	SLC47A2
AHR	TCTA
YY1	LMNB1
USF1	LRRC34
EGR1	GPR68
POU3F1	GADD45G
SOX9	MYH10
FOSB	CCSER2
EGR1	CNTN1
CUX1	HOXB7
SOX9	TXNDC16
USF1	CDV3
ATF1	RPLP0P2
GATA2	BAZ2B
TFAP4	MEX3B
ATF2	PCDHAC2
E2F4	ZBTB22
ELK1	MED6
MAX	MIR550A1
PAX6	ZNF436
YY1	SLC22A20P
TFAP2C	SSTR5-AS1
VSX2	ARPP21
TFAP2A	LSM5
TFAP2A	PPM1F
MEIS1	COG4
E2F7	PCDH7
FOXA2	SPART-AS1
YY1	GID8
EAPP	CDKN1A
STAT5A	TAGLN3
STAT2	SNORD77
ZBTB6	MIR4667
SRF	FRMPD2B
MZF1	DCAF5
HNF4A	SMG1P5
MYC	ZNF34
FOS	SEMA5A
FOXD3	TSEN15
POU2F1	MIR1260A
EGR1	FRG1BP
IRF5	IFNA1
PPARGC1A	OTC
MEF2A	H2BC13
MYC	COMMD3-BMI1
TOPORS	CYTH4
ARNT	GRIA4
RXRA	ANAPC1P2
CREB3	FOS
PPARG	LINC00520
GLI1	BHLHE41
TAL1	THTPA
ATF2	RING1
REST	TNS2
USF2	EPAS1
RORA	MYCN
POU3F2	ABCA13
CUX1	LINC00466
E2F5	RASGRP3
EGR2	SNORA70
POU3F2	RXFP2
RELB	NCF2
NCOA2	KRT36
MYC	RFT1
FOXO3	ERMN
MEIS1	SLC6A20
EGR3	MAP2K4P1
CUX1	ZNF574
POU2F1	HOXA-AS3
SP1	CLCN2
MYC	MIR141
MEF2A	DLX6
STAT3	FOXP1
POU3F2	VPS45
FOS	IL1B
ATF6	ZNF184
CUX1	GRINA
MYC	NXPH1
TOPORS	AACS
ATF3	MIR329-2
SPI1	OR51B5
FOXA2	PDX1
ARID5B	H2BC21
NR2F1	SNORD51
FOXD3	TOX
USF1	ASIC1
VSX2	UTS2
JUN	GNRHR
ATF1	ZFX
USF1	PFDN2
AHR	ASPHD1
RELA	TATDN1
POU2F1	TOM1
FOSB	NPR2
HSF2	FGFR1OP2
SRF	TOX2
ATF7	USP25
TCF7L2	CCND1
STAT5B	MUC13
E2F2	GBX2
FOXC1	MIR769
HNF1A	GABRD
ATF2	CD2AP
FOS	PLPBP
FOS	NISCH
MIF	AUNIP
MXI1	SYNGR2
CNOT7	PMP22
AHR	GRIN2B
MEF2A	MUC1
E2F3	TFAP4
NFIL3	RNF39
NFE2L2	PLAT
STAT2	SIGLEC1
EGR3	SOX4
HNF4A	PCDH17
SREBF2	VPS33A
E2F4	SEH1L
REST	WHRN
NFIC	TP53
SREBF1	LSR
HSF2	GTSE1
SP1	RGN
TGIF1	SNORD62A
E2F2	MIR1306
NFATC1	DDR2
E2F4	MAMSTR
TFAP2A	NCOA5
ATF4	CPT1C
NFKB1	HOGA1
ESR1	A1CF
ATF3	SELE
RARB	MYC
ARNT	ZFR
NFKB1	SFMBT1
JUN	ADGRF4
POU3F2	LYPD5
ATF6	OXSR1
MYC	SDF2
NR3C1	LRSAM1
CTCF	C1QTNF8
CUX1	CASC2
POU2F1	EMP1
FOXO3B	ZBTB20
GATA1	MBD1
ATF2	PSD3
BACH2	STKLD1
CEBPA	CADM3
CUX1	CPA6
STAT1	IL12RB2
FOXD3	TRAF3IP2
JUND	RBPJL
TAL1	KLHL29
SPI1	NECTIN2
MXI1	FRMD8
FOXO4	KCNA2
MYC	HS3ST3A1
NFKBIA	ICAM1
E2F3	FZD9
E2F4	NPY1R
RFX1	CCN3
STAT2	CBX8
NR3C1	SPATA2L
EGR1	NRAV
CUX1	ASXL1
PAX5	TRPV3
NFATC2	ID2
ATF6	ZBTB21
SREBF2	MKLN1
HOXA9	GABRR3
PAX2	CYB5B
RREB1	GNAO1-DT
TP53	GCLM
ELK1	TMEM187
PAX5	ELAPOR2
STAT5B	TCN2
NFKB2	GGN
CTCF	DCDC2
ESR2	KRT33A
SRY	TRPC4
RORA	MRLN
JUN	LPP-AS2
E2F5	MCM10
HOXA9	CDH3
STAT1	FCGR3A
FOXF2	AJUBA
TFAP2A	KRTAP5-AS1
NFATC3	SNORD94
SP1	FBXL9P
NFATC1	ARHGAP5
MEF2A	LINC00602
HNF4A	PYY
STAT5B	MANSC1
GATA2	EHF
STAT2	FASTKD3
TFAP2A	EIF2AK4
TBP	KRT73
HOXA9	OR10X1
SRF	SNX2
STAT1	OSCAR
TOPORS	IRX2-DT
SP1	ADSS2
MEF2A	MIR27A
LMO2	NEFM
FOSL1	RBBP7
ELK1	AP2S1
CUX1	GPM6A
NFYA	SLC35F5
SP1	SOCS5
FOXA2	CREB3L2-AS1
FOS	FASLG
NR1I2	BCL2L1
NFE2L1	AMOT
MYC	ZNF692
PPARG	EMC10
PAX6	MIR3193
ATF6	HLA-DQB1
MAPK12	IRF4
SREBF1	GATA6
EGR1	MYOG
MAX	CNIH1
ALX1	ANGPTL5
EGR1	CASKIN2
CREB3L4	POMC
POU3F2	KCNIP4
NCOA1	EBAG9
NFE2	LINC00312
E2F7	NSD3
SRF	MIR3158-1
POU2F2	SERPINA9
BPTF	ATP5PF
RORA	TUBA1B
FOXO3B	JADE2
SRF	FLOT1
HOXA9	RPE
REST	MIR3618
NFKB1	HSF5
TCF3	MFNG
FOSL1	NOL4L
SOX9	HES1
IRF7	DRD3
EGR3	HSPA1B
PAX5	DHRS11
CEBPB	FOXP2
MYC	PPIH
FOXL1	LINC00460
TFAP4	FAM20A
PPARG	MAGI2
POU3F2	KRT81
FOXI1	SNX22
POU5F1	H2BC5
REST	MT4
KLF3	HBE1
E2F4	PHOX2B
EGR3	NR2E1
ATF1	PKP4
FOSB	SLAMF9
TOPORS	GALNT4
MYC	DDHD1
RREB1	FOXN1
NFE2L1	CRYGS
ATF1	C6orf47
E2F7	MSH3
E2F3	PHOX2A
VHL	TP53
EGR1	MAP1LC3B
ATF5	ISL1-DT
RREB1	PBX2
DDIT3	CYB5D1
FOXJ2	TXNDC12
TFAP2A	FAM83D
RUNX1	NCAM1
FOXL1	C12orf50
BPTF	GANAB
CUX1	RPS25
ARNT	PSD2
DDIT3	RELCH
YY1	SCAF4
POU3F2	TTC36
SRF	PPP2R3B
TP53	APOM
VSX2	FARP2
TCF4	KIF9
SMAD3	IL23R
USF1	SBK1
HOXA9	OR2B2
NFYA	KCNA1
MYC	OTUD1
MAFG	NQO1
STAT4	SLC1A5
LMO2	NLGN3
NFKB2	NAV2
TP53	CNOT11
E2F5	MAPT
SP1	SNORD73A
REST	CACNG3
TP53	ELAVL1
TFAP2A	PDE5A
AHR	PPM1B
NFYA	ZNF101
STAT1	CD37
POU3F2	GOLPH3L
FOXO3	LCP2
TFAP4	GDPD2
PAX5	PICART1
HNF1A	TBC1D1
STAT1	MIR4254
LMO2	VWA8
MXI1	C15orf39
MAX	LCDR
SIRT1	MMP9
RFX1	NAT14
HNF4A	SOCS2-AS1
SIRT1	ICAM1
E2F2	MIR17HG
ALX1	PPP1R9A
HIF1A	TGFB1
ATF6	FOXC1
BACH1	EIF4G1
AHR	EPHB6
STAT2	RAD54L2
FOXF2	MZT1
E2F5	NOL4L
CREB1	ZC3H14
NFKB2	BIRC3
BCL6	PDCD2
FOSL1	FAF1
CEBPA	GBA2
E2F3	CIMAP1B
JUNB	PDGFRB
CUX1	ADRB2
MYC	FAM120C
MAX	ABHD18
TOPORS	MIR1247
TP53	ZBTB18
ETV5	MMP2
CUX1	DBIL5P
NFATC1	LIFR
E2F6	SHROOM4
E2F4	STAG1
E2F2	CASR
TFAP2A	LAMP1
ATF1	TDG
HSF1	RPL13AP17
XBP1	HPS3
MYC	LINC01270
EP300	DENND11
NFE2L1	OR4X2
ZIC2	HGH1
ZBTB6	FSCN2
NFKB2	CDH5
SP1	BROX
MXI1	CHMP4A
TBP	HOXA11
SP1	RTN4IP1
STAT1	LILRB1
NR2F1	RARG
ISL1	FGF10
BACH1	SMDT1
TFAP4	PGM5
KLF12	TYSND1
REST	RRM2
SPI1	ALOX15
STAT2	PF4
MIF	CEP164
E2F2	RTP4
E2F7	OPRM1
TFAP2C	SNAP25
POU3F2	SAMD4A
JUN	SGK2
ELK1	SNX6
SRF	OR2A2
POU3F2	SSH2
GATA2	HOXA5
TFAP2A	CLCC1
EGR1	PRDM8
E2F4	PLSCR4
TFAP2A	JAK2
E2F2	PRDM1
NFYC	TERB2
MEF2A	MEIS1
HDAC1	CXCL8
REST	MMP23B
ETV4	FLI1
VSX2	CDH6
RELA	SPPL2A
HNF1A	STAT5B
E2F5	SOX3
SREBF1	ADCY5
PAX6	SNORD117
GATA1	FILIP1
GATA3	SPTSSB
HNF1A	CREB5
STAT5A	GRAMD2A
HDAC7	MAML1
CTCF	PRSS38
STAT1	CPT1C
IRF1	ESRRG
MAX	KIF3B
HDAC3	APOC3
ATF3	ZNF711
FOXI1	MMP15
POU2F1	CPEB4
NFATC2	TNIP2
TFAP2A	NR3C2
ZIC2	HELZ2
PAX5	NSD1
MYC	VEGFD
ELK1	DCAF15
FOXO4	JAG1
ZBTB16	CEBPA
FOXO4	COPS7B
REL	DMTN
FOS	ANXA9
STAT2	TGFBR2
SPI1	LPXN
RELA	HPCAL4
NFKB2	MLLT6
E2F3	SYNGR3
ATF3	ISL2
JUN	LINC00641
NFE2L1	TMTC3
PAX2	LEF1
ATF2	NR2F1
E2F6	SP8
SREBF2	GATA6
NFKB1	POU3F4
AHR	WDR33
YY1	SNORD12B
E2F4	PRKCSH
RFX1	TRERF1
MEF2A	ST3GAL4
STAT1	VEGFA
EZH2	SSTR1
HSF2	MARCHF9
FOXO3B	TBC1D17
TFAP2C	IRAK4
PAX2	GANAB
ATF2	MIR933
MEIS1	NEURL2
TBP	GUCA2A
MYC	MIR4797
TFAP2C	LINC00667
CUX1	EME2
PAX5	CRY1
EGR1	JOSD1
RFX1	MIR4638
ATF2	NRXN1
TP53	PLCD4
PAX2	SGK3
STAT4	INTS5
YY1	ABCB10
YY1	SNORD36C
FOXF2	CRBN
IRF1	PPP1R14C
TAL1	LSM1
PAX2	TSC22D4
LMO2	MOGAT2
SMAD3	DSPP
GABPA	MIR3655
MEF2A	METTL6
GATA1	HOXB-AS3
EGR1	BPTF
MYC	IER2
NFIC	FST
ELK1	SHQ1
TCF3	ASF1A
PAX5	SYNJ1
CIITA	MMP9
CUX1	BHLHE22
SPI1	OXSR1
NKX6-1	MRI1
CREB1	C12orf42
MAX	OSMR
FOXI1	IMPDH1
NFE2L2	MGST3
EGR1	GPR137C
ZBTB6	RNF40
MXI1	MIR4674
JUN	PSORS1C2
EP300	WT1
PTMA	IDO1
MZF1	KCNQ4
TTF1	TG
ARNT	PCDHB15
RXRG	SORBS1
POU5F1	YPEL3
REST	RIIAD1
TFAP2A	AMACR
MYC	LPIN2
NFATC2	PURPL
MYC	SNORA41
TFAP2C	CFLAR
BACH1	MME
STAT5A	IFT43
SP1	C1RL
YY1	TXNL4A
YY1	FBXL21P
FOXI1	CNOT6
POU2F1	MIR4708
AHR	FLT1
FOXI1	MIR485
CEBPA	LINC02878
ATF4	WNT10A
SOX9	MIR140
MZF1	LOX
SRF	H2AC12
STAT6	PRPH
MEF2A	RPL13
FOXO4	MIR4268
SREBF1	DCAF11
PAX2	DUSP1
RXRB	APOA2
FOXD3	SNORA81
ATF1	SLC19A1
HLF	HS6ST3
SRY	LINC03106
ATF2	CCNA1
TFAP2A	AMN1
E2F1	CUZD1
ATF6	RAB11FIP3
FOXL2	CCND2
TBP	TAGLN
NKX3-1	PDE4B
ATF4	STAT3
ATF3	DDX39B
USF1	MAT1A
TFAP2A	COL27A1
HOXC6	MME
E2F3	LINC01126
JUND	PCDH17
REST	TTYH2
TCF3	LGALS12
XBP1	MIR450B
E2F3	ITPR1
FOXC1	PROX1
MIF	GATAD2B
E2F3	SRRM1
EGR3	GJD3
