"parameter","value_num","value_label","is_default","cancer_type","metric","score"
"r",0.3,"0.3",FALSE,"LUAD","Precision@6",0.620726495726496
"r",0.3,"0.3",FALSE,"LUAD","Precision@100",0.57
"r",0.3,"0.3",FALSE,"LUSC","Precision@6",0.645161290322581
"r",0.3,"0.3",FALSE,"LUSC","Precision@100",0.58
"r",0.3,"0.3",FALSE,"PRAD","Precision@6",0.485685071574642
"r",0.3,"0.3",FALSE,"PRAD","Precision@100",0.52
"r",0.3,"0.3",FALSE,"STAD","Precision@6",0.560817084493965
"r",0.3,"0.3",FALSE,"STAD","Precision@100",0.52
"r",0.3,"0.3",FALSE,"THCA","Precision@6",0.52962962962963
"r",0.3,"0.3",FALSE,"THCA","Precision@100",0.51
"r",0.3,"0.3",FALSE,"UCEC","Precision@6",0.759146341463415
"r",0.3,"0.3",FALSE,"UCEC","Precision@100",0.47
"r",0.5,"0.5",FALSE,"BRCA","Precision@6",0.556876456876457
"r",0.5,"0.5",FALSE,"BRCA","Precision@100",0.56
"r",0.5,"0.5",FALSE,"COAD","Precision@6",0.705
"r",0.5,"0.5",FALSE,"COAD","Precision@100",0.51
"r",0.5,"0.5",FALSE,"HNSC","Precision@6",0.625
"r",0.5,"0.5",FALSE,"HNSC","Precision@100",0.57
"r",0.5,"0.5",FALSE,"KIRC","Precision@6",0.545454545454545
"r",0.5,"0.5",FALSE,"KIRC","Precision@100",0.57
"r",0.5,"0.5",FALSE,"KIRP","Precision@6",0.439138576779026
"r",0.5,"0.5",FALSE,"KIRP","Precision@100",0.53
"r",0.5,"0.5",FALSE,"LIHC","Precision@6",0.493969298245614
"r",0.5,"0.5",FALSE,"LIHC","Precision@100",0.52
"r",0.5,"0.5",FALSE,"LUAD","Precision@6",0.600071225071225
"r",0.5,"0.5",FALSE,"LUAD","Precision@100",0.54
"r",0.5,"0.5",FALSE,"LUSC","Precision@6",0.640501792114695
"r",0.5,"0.5",FALSE,"LUSC","Precision@100",0.54
"r",0.5,"0.5",FALSE,"PRAD","Precision@6",0.484662576687117
"r",0.5,"0.5",FALSE,"PRAD","Precision@100",0.53
"r",0.5,"0.5",FALSE,"STAD","Precision@6",0.548282265552461
"r",0.5,"0.5",FALSE,"STAD","Precision@100",0.51
"r",0.5,"0.5",FALSE,"THCA","Precision@6",0.525925925925926
"r",0.5,"0.5",FALSE,"THCA","Precision@100",0.51
"r",0.5,"0.5",FALSE,"UCEC","Precision@6",0.737127371273713
"r",0.5,"0.5",FALSE,"UCEC","Precision@100",0.45
"r",0.8,"0.8",FALSE,"BRCA","Precision@6",0.54032634032634
"r",0.8,"0.8",FALSE,"BRCA","Precision@100",0.48
"r",0.8,"0.8",FALSE,"COAD","Precision@6",0.67375
"r",0.8,"0.8",FALSE,"COAD","Precision@100",0.44
"r",0.8,"0.8",FALSE,"HNSC","Precision@6",0.58625730994152
"r",0.8,"0.8",FALSE,"HNSC","Precision@100",0.45
"r",0.8,"0.8",FALSE,"KIRC","Precision@6",0.531468531468531
"r",0.8,"0.8",FALSE,"KIRC","Precision@100",0.54
"r",0.8,"0.8",FALSE,"KIRP","Precision@6",0.418539325842697
"r",0.8,"0.8",FALSE,"KIRP","Precision@100",0.43
"r",0.8,"0.8",FALSE,"LIHC","Precision@6",0.466008771929825
"r",0.8,"0.8",FALSE,"LIHC","Precision@100",0.43
"r",0.8,"0.8",FALSE,"LUAD","Precision@6",0.558760683760684
"r",0.8,"0.8",FALSE,"LUAD","Precision@100",0.46
"r",0.8,"0.8",FALSE,"LUSC","Precision@6",0.591397849462366
"r",0.8,"0.8",FALSE,"LUSC","Precision@100",0.46
"r",0.8,"0.8",FALSE,"PRAD","Precision@6",0.474437627811861
"r",0.8,"0.8",FALSE,"PRAD","Precision@100",0.49
"r",0.8,"0.8",FALSE,"STAD","Precision@6",0.517641597028784
"r",0.8,"0.8",FALSE,"STAD","Precision@100",0.43
"r",0.8,"0.8",FALSE,"THCA","Precision@6",0.525925925925926
"r",0.8,"0.8",FALSE,"THCA","Precision@100",0.49
"r",0.8,"0.8",FALSE,"UCEC","Precision@6",0.68529810298103
"r",0.8,"0.8",FALSE,"UCEC","Precision@100",0.39
"gamma",0.05,"0.05",FALSE,"BRCA","Precision@6",0.567832167832168
"gamma",0.05,"0.05",FALSE,"BRCA","Precision@100",0.6
"gamma",0.05,"0.05",FALSE,"COAD","Precision@6",0.72875
"gamma",0.05,"0.05",FALSE,"COAD","Precision@100",0.56
"gamma",0.05,"0.05",FALSE,"HNSC","Precision@6",0.642909356725146
"gamma",0.05,"0.05",FALSE,"HNSC","Precision@100",0.62
"gamma",0.05,"0.05",FALSE,"KIRC","Precision@6",0.565850815850816
"gamma",0.05,"0.05",FALSE,"KIRC","Precision@100",0.6
"gamma",0.05,"0.05",FALSE,"KIRP","Precision@6",0.449438202247191
"gamma",0.05,"0.05",FALSE,"KIRP","Precision@100",0.59
"gamma",0.05,"0.05",FALSE,"LIHC","Precision@6",0.510964912280702
"gamma",0.05,"0.05",FALSE,"LIHC","Precision@100",0.61
"gamma",0.05,"0.05",FALSE,"LUAD","Precision@6",0.623931623931624
"gamma",0.05,"0.05",FALSE,"LUAD","Precision@100",0.56
"gamma",0.05,"0.05",FALSE,"LUSC","Precision@6",0.632258064516129
"gamma",0.05,"0.05",FALSE,"LUSC","Precision@100",0.61
"gamma",0.05,"0.05",FALSE,"PRAD","Precision@6",0.482617586912065
"gamma",0.05,"0.05",FALSE,"PRAD","Precision@100",0.56
"gamma",0.05,"0.05",FALSE,"STAD","Precision@6",0.579851439182915
"gamma",0.05,"0.05",FALSE,"STAD","Precision@100",0.51
"gamma",0.05,"0.05",FALSE,"THCA","Precision@6",0.533333333333333
"gamma",0.05,"0.05",FALSE,"THCA","Precision@100",0.5
"gamma",0.05,"0.05",FALSE,"UCEC","Precision@6",0.778116531165312
"gamma",0.05,"0.05",FALSE,"UCEC","Precision@100",0.51
"gamma",0.15,"0.15",TRUE,"BRCA","Precision@6",0.567365967365967
"gamma",0.15,"0.15",TRUE,"BRCA","Precision@100",0.6
"gamma",0.15,"0.15",TRUE,"COAD","Precision@6",0.728333333333333
"gamma",0.15,"0.15",TRUE,"COAD","Precision@100",0.56
"gamma",0.15,"0.15",TRUE,"HNSC","Precision@6",0.642178362573099
"gamma",0.15,"0.15",TRUE,"HNSC","Precision@100",0.62
"gamma",0.15,"0.15",TRUE,"KIRC","Precision@6",0.565850815850816
"gamma",0.15,"0.15",TRUE,"KIRC","Precision@100",0.6
"gamma",0.15,"0.15",TRUE,"KIRP","Precision@6",0.451310861423221
"gamma",0.15,"0.15",TRUE,"KIRP","Precision@100",0.58
"gamma",0.15,"0.15",TRUE,"LIHC","Precision@6",0.510964912280702
"gamma",0.15,"0.15",TRUE,"LIHC","Precision@100",0.61
"gamma",0.15,"0.15",TRUE,"LUAD","Precision@6",0.625712250712251
"gamma",0.15,"0.15",TRUE,"LUAD","Precision@100",0.56
"gamma",0.15,"0.15",TRUE,"LUSC","Precision@6",0.638351254480287
"gamma",0.15,"0.15",TRUE,"LUSC","Precision@100",0.6
"gamma",0.15,"0.15",TRUE,"PRAD","Precision@6",0.482617586912065
"gamma",0.15,"0.15",TRUE,"PRAD","Precision@100",0.55
"gamma",0.15,"0.15",TRUE,"STAD","Precision@6",0.583101207056639
"gamma",0.15,"0.15",TRUE,"STAD","Precision@100",0.51
"gamma",0.15,"0.15",TRUE,"THCA","Precision@6",0.533333333333333
"gamma",0.15,"0.15",TRUE,"THCA","Precision@100",0.51
"gamma",0.15,"0.15",TRUE,"UCEC","Precision@6",0.775067750677507
"gamma",0.15,"0.15",TRUE,"UCEC","Precision@100",0.51
"gamma",0.3,"0.3",FALSE,"BRCA","Precision@6",0.56946386946387
"gamma",0.3,"0.3",FALSE,"BRCA","Precision@100",0.59
"gamma",0.3,"0.3",FALSE,"COAD","Precision@6",0.73125
"gamma",0.3,"0.3",FALSE,"COAD","Precision@100",0.56
"gamma",0.3,"0.3",FALSE,"HNSC","Precision@6",0.642178362573099
"gamma",0.3,"0.3",FALSE,"HNSC","Precision@100",0.63
"gamma",0.3,"0.3",FALSE,"KIRC","Precision@6",0.563519813519814
"gamma",0.3,"0.3",FALSE,"KIRC","Precision@100",0.59
"gamma",0.3,"0.3",FALSE,"KIRP","Precision@6",0.452247191011236
"gamma",0.3,"0.3",FALSE,"KIRP","Precision@100",0.57
"gamma",0.3,"0.3",FALSE,"LIHC","Precision@6",0.510416666666667
"gamma",0.3,"0.3",FALSE,"LIHC","Precision@100",0.61
"gamma",0.3,"0.3",FALSE,"LUAD","Precision@6",0.625
"gamma",0.3,"0.3",FALSE,"LUAD","Precision@100",0.56
"gamma",0.3,"0.3",FALSE,"LUSC","Precision@6",0.641218637992832
"gamma",0.3,"0.3",FALSE,"LUSC","Precision@100",0.6
"gamma",0.3,"0.3",FALSE,"PRAD","Precision@6",0.482617586912065
"gamma",0.3,"0.3",FALSE,"PRAD","Precision@100",0.54
"gamma",0.3,"0.3",FALSE,"STAD","Precision@6",0.584029712163417
"gamma",0.3,"0.3",FALSE,"STAD","Precision@100",0.51
"gamma",0.3,"0.3",FALSE,"THCA","Precision@6",0.533333333333333
"gamma",0.3,"0.3",FALSE,"THCA","Precision@100",0.51
"gamma",0.3,"0.3",FALSE,"UCEC","Precision@6",0.769647696476965
"gamma",0.3,"0.3",FALSE,"UCEC","Precision@100",0.5
"gamma",0.5,"0.5",FALSE,"BRCA","Precision@6",0.566200466200466
"gamma",0.5,"0.5",FALSE,"BRCA","Precision@100",0.59
"gamma",0.5,"0.5",FALSE,"COAD","Precision@6",0.735416666666667
"gamma",0.5,"0.5",FALSE,"COAD","Precision@100",0.56
"gamma",0.5,"0.5",FALSE,"HNSC","Precision@6",0.639619883040936
"gamma",0.5,"0.5",FALSE,"HNSC","Precision@100",0.62
"gamma",0.5,"0.5",FALSE,"KIRC","Precision@6",0.561188811188811
"gamma",0.5,"0.5",FALSE,"KIRC","Precision@100",0.59
"gamma",0.5,"0.5",FALSE,"KIRP","Precision@6",0.452247191011236
"gamma",0.5,"0.5",FALSE,"KIRP","Precision@100",0.56
"gamma",0.5,"0.5",FALSE,"LIHC","Precision@6",0.512061403508772
"gamma",0.5,"0.5",FALSE,"LIHC","Precision@100",0.61
"gamma",0.5,"0.5",FALSE,"LUAD","Precision@6",0.626780626780627
"gamma",0.5,"0.5",FALSE,"LUAD","Precision@100",0.56
"gamma",0.5,"0.5",FALSE,"LUSC","Precision@6",0.645878136200717
"gamma",0.5,"0.5",FALSE,"LUSC","Precision@100",0.59
"gamma",0.5,"0.5",FALSE,"PRAD","Precision@6",0.482617586912065
"gamma",0.5,"0.5",FALSE,"PRAD","Precision@100",0.54
"gamma",0.5,"0.5",FALSE,"STAD","Precision@6",0.585422469823584
"gamma",0.5,"0.5",FALSE,"STAD","Precision@100",0.52
"gamma",0.5,"0.5",FALSE,"THCA","Precision@6",0.52962962962963
"gamma",0.5,"0.5",FALSE,"THCA","Precision@100",0.48
"gamma",0.5,"0.5",FALSE,"UCEC","Precision@6",0.76050135501355
"gamma",0.5,"0.5",FALSE,"UCEC","Precision@100",0.49
"gamma",0.8,"0.8",FALSE,"BRCA","Precision@6",0.567599067599068
"gamma",0.8,"0.8",FALSE,"BRCA","Precision@100",0.58
"gamma",0.8,"0.8",FALSE,"COAD","Precision@6",0.73875
"gamma",0.8,"0.8",FALSE,"COAD","Precision@100",0.55
"gamma",0.8,"0.8",FALSE,"HNSC","Precision@6",0.631213450292398
"gamma",0.8,"0.8",FALSE,"HNSC","Precision@100",0.62
"gamma",0.8,"0.8",FALSE,"KIRC","Precision@6",0.558275058275058
"gamma",0.8,"0.8",FALSE,"KIRC","Precision@100",0.59
"gamma",0.8,"0.8",FALSE,"KIRP","Precision@6",0.450374531835206
"gamma",0.8,"0.8",FALSE,"KIRP","Precision@100",0.55
"gamma",0.8,"0.8",FALSE,"LIHC","Precision@6",0.509320175438597
"gamma",0.8,"0.8",FALSE,"LIHC","Precision@100",0.61
"gamma",0.8,"0.8",FALSE,"LUAD","Precision@6",0.628917378917379
"gamma",0.8,"0.8",FALSE,"LUAD","Precision@100",0.55
"gamma",0.8,"0.8",FALSE,"LUSC","Precision@6",0.656989247311828
"gamma",0.8,"0.8",FALSE,"LUSC","Precision@100",0.59
"gamma",0.8,"0.8",FALSE,"PRAD","Precision@6",0.48159509202454
"gamma",0.8,"0.8",FALSE,"PRAD","Precision@100",0.53
"gamma",0.8,"0.8",FALSE,"STAD","Precision@6",0.586350974930362
"gamma",0.8,"0.8",FALSE,"STAD","Precision@100",0.52
"gamma",0.8,"0.8",FALSE,"THCA","Precision@6",0.52962962962963
"gamma",0.8,"0.8",FALSE,"THCA","Precision@100",0.49
"gamma",0.8,"0.8",FALSE,"UCEC","Precision@6",0.744579945799458
"gamma",0.8,"0.8",FALSE,"UCEC","Precision@100",0.48
